episode,reward,agent
2834,-2,CFR
2834,-1,Q-Learning
2835,-1,CFR
2835,-1,Q-Learning
2836,-1,CFR
2836,-1,Q-Learning
2837,1,CFR
2837,-1,Q-Learning
2838,1,CFR
2838,-1,Q-Learning
2839,-1,CFR
2839,-1,Q-Learning
2840,1,CFR
2840,1,Q-Learning
2841,-1,CFR
2841,-1,Q-Learning
2842,1,CFR
2842,-1,Q-Learning
2843,2,CFR
2843,-1,Q-Learning
2844,1,CFR
2844,-1,Q-Learning
2845,-2,CFR
2845,-1,Q-Learning
2846,1,CFR
2846,1,Q-Learning
2847,1,CFR
2847,-1,Q-Learning
2848,-1,CFR
2848,-1,Q-Learning
2849,1,CFR
2849,1,Q-Learning
2850,-2,CFR
2850,-1,Q-Learning
2851,1,CFR
2851,-1,Q-Learning
2852,-1,CFR
2852,2,Q-Learning
2853,-1,CFR
2853,-1,Q-Learning
2854,1,CFR
2854,-1,Q-Learning
2855,1,CFR
2855,1,Q-Learning
2856,1,CFR
2856,2,Q-Learning
2857,1,CFR
2857,-1,Q-Learning
2858,1,CFR
2858,1,Q-Learning
2859,1,CFR
2859,-1,Q-Learning
2860,-1,CFR
2860,-2,Q-Learning
2861,1,CFR
2861,1,Q-Learning
2862,-1,CFR
2862,-2,Q-Learning
2863,-1,CFR
2863,-1,Q-Learning
2864,-1,CFR
2864,1,Q-Learning
2865,-1,CFR
2865,-1,Q-Learning
2866,-1,CFR
2866,1,Q-Learning
2867,-2,CFR
2867,-2,Q-Learning
2868,2,CFR
2868,2,Q-Learning
2869,1,CFR
2869,-2,Q-Learning
2870,1,CFR
2870,-1,Q-Learning
2871,-1,CFR
2871,1,Q-Learning
2872,1,CFR
2872,1,Q-Learning
2873,-2,CFR
2873,-1,Q-Learning
2874,1,CFR
2874,2,Q-Learning
2875,-1,CFR
2875,-1,Q-Learning
2876,1,CFR
2876,-1,Q-Learning
2877,1,CFR
2877,-1,Q-Learning
2878,-1,CFR
2878,-1,Q-Learning
2879,-1,CFR
2879,1,Q-Learning
2880,1,CFR
2880,-2,Q-Learning
2881,1,CFR
2881,1,Q-Learning
2882,-1,CFR
2882,1,Q-Learning
2883,2,CFR
2883,-2,Q-Learning
2884,-2,CFR
2884,1,Q-Learning
2885,1,CFR
2885,-1,Q-Learning
2886,-1,CFR
2886,-1,Q-Learning
2887,-1,CFR
2887,1,Q-Learning
2888,1,CFR
2888,1,Q-Learning
2889,-1,CFR
2889,1,Q-Learning
2890,-1,CFR
2890,-1,Q-Learning
2891,-1,CFR
2891,1,Q-Learning
2892,1,CFR
2892,-1,Q-Learning
2893,-1,CFR
2893,1,Q-Learning
2894,1,CFR
2894,1,Q-Learning
2895,-1,CFR
2895,-2,Q-Learning
2896,-1,CFR
2896,-2,Q-Learning
2897,1,CFR
2897,2,Q-Learning
2898,2,CFR
2898,2,Q-Learning
2899,-1,CFR
2899,1,Q-Learning
2900,2,CFR
2900,1,Q-Learning
2901,1,CFR
2901,2,Q-Learning
2902,-1,CFR
2902,-2,Q-Learning
2903,1,CFR
2903,-2,Q-Learning
2904,1,CFR
2904,-2,Q-Learning
2905,-1,CFR
2905,-2,Q-Learning
2906,-2,CFR
2906,1,Q-Learning
2907,-2,CFR
2907,-2,Q-Learning
2908,1,CFR
2908,1,Q-Learning
2909,1,CFR
2909,-2,Q-Learning
2910,-1,CFR
2910,1,Q-Learning
2911,1,CFR
2911,1,Q-Learning
2912,-2,CFR
2912,1,Q-Learning
2913,-2,CFR
2913,1,Q-Learning
2914,-1,CFR
2914,-1,Q-Learning
2915,-2,CFR
2915,-2,Q-Learning
2916,1,CFR
2916,-2,Q-Learning
2917,1,CFR
2917,-2,Q-Learning
2918,-1,CFR
2918,2,Q-Learning
2919,1,CFR
2919,-1,Q-Learning
2920,-1,CFR
2920,1,Q-Learning
2921,1,CFR
2921,-1,Q-Learning
2922,-1,CFR
2922,-1,Q-Learning
2923,1,CFR
2923,-1,Q-Learning
2924,1,CFR
2924,2,Q-Learning
2925,-1,CFR
2925,2,Q-Learning
2926,-1,CFR
2926,-1,Q-Learning
2927,-1,CFR
2927,1,Q-Learning
2928,-1,CFR
2928,1,Q-Learning
2929,-2,CFR
2929,2,Q-Learning
2930,-1,CFR
2930,-1,Q-Learning
2931,-1,CFR
2931,-1,Q-Learning
2932,-2,CFR
2932,1,Q-Learning
2933,1,CFR
2933,-1,Q-Learning
2934,-1,CFR
2934,2,Q-Learning
2935,-2,CFR
2935,-1,Q-Learning
2936,-1,CFR
2936,-1,Q-Learning
2937,1,CFR
2937,-2,Q-Learning
2938,-2,CFR
2938,-2,Q-Learning
2939,1,CFR
2939,1,Q-Learning
2940,-1,CFR
2940,2,Q-Learning
2941,1,CFR
2941,1,Q-Learning
2942,-2,CFR
2942,-1,Q-Learning
2943,-1,CFR
2943,1,Q-Learning
2944,1,CFR
2944,1,Q-Learning
2945,-2,CFR
2945,1,Q-Learning
2946,-2,CFR
2946,1,Q-Learning
2947,-1,CFR
2947,-2,Q-Learning
2948,-2,CFR
2948,1,Q-Learning
2949,1,CFR
2949,-2,Q-Learning
2950,-1,CFR
2950,1,Q-Learning
2951,1,CFR
2951,1,Q-Learning
2952,1,CFR
2952,-2,Q-Learning
2953,1,CFR
2953,-2,Q-Learning
2954,-1,CFR
2954,1,Q-Learning
2955,-2,CFR
2955,1,Q-Learning
2956,-1,CFR
2956,1,Q-Learning
2957,-1,CFR
2957,1,Q-Learning
2958,-1,CFR
2958,1,Q-Learning
2959,-2,CFR
2959,1,Q-Learning
2960,-1,CFR
2960,1,Q-Learning
2961,-1,CFR
2961,1,Q-Learning
2962,-2,CFR
2962,-2,Q-Learning
2963,1,CFR
2963,1,Q-Learning
2964,-1,CFR
2964,1,Q-Learning
2965,1,CFR
2965,1,Q-Learning
2966,-2,CFR
2966,1,Q-Learning
2967,2,CFR
2967,1,Q-Learning
2968,-2,CFR
2968,-2,Q-Learning
2969,1,CFR
2969,1,Q-Learning
2970,1,CFR
2970,1,Q-Learning
2971,1,CFR
2971,1,Q-Learning
2972,1,CFR
2972,1,Q-Learning
2973,-1,CFR
2973,1,Q-Learning
2974,-2,CFR
2974,-2,Q-Learning
2975,1,CFR
2975,1,Q-Learning
2976,-1,CFR
2976,-2,Q-Learning
2977,1,CFR
2977,-2,Q-Learning
2978,-1,CFR
2978,1,Q-Learning
2979,1,CFR
2979,-2,Q-Learning
2980,-1,CFR
2980,2,Q-Learning
2981,2,CFR
2981,-2,Q-Learning
2982,1,CFR
2982,-2,Q-Learning
2983,-1,CFR
2983,1,Q-Learning
2984,2,CFR
2984,-1,Q-Learning
2985,-2,CFR
2985,-1,Q-Learning
2986,1,CFR
2986,1,Q-Learning
2987,-2,CFR
2987,1,Q-Learning
2988,1,CFR
2988,-2,Q-Learning
2989,1,CFR
2989,-1,Q-Learning
2990,-1,CFR
2990,1,Q-Learning
2991,1,CFR
2991,1,Q-Learning
2992,-1,CFR
2992,1,Q-Learning
2993,-2,CFR
2993,1,Q-Learning
2994,1,CFR
2994,-2,Q-Learning
2995,1,CFR
2995,1,Q-Learning
2996,-1,CFR
2996,2,Q-Learning
2997,-1,CFR
2997,-2,Q-Learning
2998,-1,CFR
2998,-2,Q-Learning
2999,-2,CFR
2999,-2,Q-Learning
3000,-1,CFR
3000,1,Q-Learning
3001,1,CFR
3001,2,Q-Learning
3002,-2,CFR
3002,-1,Q-Learning
3003,-2,CFR
3003,-2,Q-Learning
3004,-2,CFR
3004,1,Q-Learning
3005,1,CFR
3005,-2,Q-Learning
3006,2,CFR
3006,-2,Q-Learning
3007,1,CFR
3007,2,Q-Learning
3008,-1,CFR
3008,2,Q-Learning
3009,1,CFR
3009,-2,Q-Learning
3010,1,CFR
3010,-2,Q-Learning
3011,1,CFR
3011,2,Q-Learning
3012,1,CFR
3012,2,Q-Learning
3013,-2,CFR
3013,-1,Q-Learning
3014,-1,CFR
3014,1,Q-Learning
3015,-1,CFR
3015,-1,Q-Learning
3016,-1,CFR
3016,1,Q-Learning
3017,1,CFR
3017,2,Q-Learning
3018,-1,CFR
3018,1,Q-Learning
3019,1,CFR
3019,-2,Q-Learning
3020,-1,CFR
3020,1,Q-Learning
3021,1,CFR
3021,-1,Q-Learning
3022,-1,CFR
3022,-1,Q-Learning
3023,1,CFR
3023,-2,Q-Learning
3024,-1,CFR
3024,-1,Q-Learning
3025,2,CFR
3025,-2,Q-Learning
3026,1,CFR
3026,2,Q-Learning
3027,1,CFR
3027,1,Q-Learning
3028,-1,CFR
3028,-1,Q-Learning
3029,1,CFR
3029,-1,Q-Learning
3030,-1,CFR
3030,-1,Q-Learning
3031,1,CFR
3031,1,Q-Learning
3032,-1,CFR
3032,1,Q-Learning
3033,1,CFR
3033,-1,Q-Learning
3034,-1,CFR
3034,2,Q-Learning
3035,1,CFR
3035,-1,Q-Learning
3036,1,CFR
3036,-1,Q-Learning
3037,-2,CFR
3037,-2,Q-Learning
3038,-1,CFR
3038,1,Q-Learning
3039,-1,CFR
3039,-1,Q-Learning
3040,1,CFR
3040,1,Q-Learning
3041,1,CFR
3041,-1,Q-Learning
3042,1,CFR
3042,-1,Q-Learning
3043,1,CFR
3043,1,Q-Learning
3044,1,CFR
3044,-2,Q-Learning
3045,1,CFR
3045,-2,Q-Learning
3046,-1,CFR
3046,1,Q-Learning
3047,1,CFR
3047,-2,Q-Learning
3048,1,CFR
3048,-1,Q-Learning
3049,1,CFR
3049,-1,Q-Learning
3050,2,CFR
3050,-2,Q-Learning
3051,1,CFR
3051,1,Q-Learning
3052,-1,CFR
3052,-1,Q-Learning
3053,1,CFR
3053,2,Q-Learning
3054,-1,CFR
3054,-2,Q-Learning
3055,-1,CFR
3055,1,Q-Learning
3056,1,CFR
3056,2,Q-Learning
3057,-1,CFR
3057,1,Q-Learning
3058,-1,CFR
3058,-2,Q-Learning
3059,-1,CFR
3059,1,Q-Learning
3060,-2,CFR
3060,2,Q-Learning
3061,-2,CFR
3061,-2,Q-Learning
3062,1,CFR
3062,2,Q-Learning
3063,2,CFR
3063,-1,Q-Learning
3064,1,CFR
3064,-2,Q-Learning
3065,-1,CFR
3065,-2,Q-Learning
3066,1,CFR
3066,2,Q-Learning
3067,-2,CFR
3067,-1,Q-Learning
3068,-2,CFR
3068,-1,Q-Learning
3069,-1,CFR
3069,-1,Q-Learning
3070,-2,CFR
3070,2,Q-Learning
3071,1,CFR
3071,-1,Q-Learning
3072,-1,CFR
3072,-1,Q-Learning
3073,-1,CFR
3073,-1,Q-Learning
3074,-2,CFR
3074,-1,Q-Learning
3075,1,CFR
3075,2,Q-Learning
3076,2,CFR
3076,-1,Q-Learning
3077,-1,CFR
3077,-1,Q-Learning
3078,2,CFR
3078,1,Q-Learning
3079,1,CFR
3079,1,Q-Learning
3080,-2,CFR
3080,1,Q-Learning
3081,1,CFR
3081,-1,Q-Learning
3082,1,CFR
3082,2,Q-Learning
3083,1,CFR
3083,-1,Q-Learning
3084,-2,CFR
3084,-1,Q-Learning
3085,1,CFR
3085,-2,Q-Learning
3086,-1,CFR
3086,-1,Q-Learning
3087,-1,CFR
3087,2,Q-Learning
3088,-1,CFR
3088,-1,Q-Learning
3089,-1,CFR
3089,-1,Q-Learning
3090,-1,CFR
3090,1,Q-Learning
3091,-1,CFR
3091,2,Q-Learning
3092,-1,CFR
3092,-1,Q-Learning
3093,1,CFR
3093,1,Q-Learning
3094,-1,CFR
3094,-1,Q-Learning
3095,-1,CFR
3095,1,Q-Learning
3096,-1,CFR
3096,-1,Q-Learning
3097,2,CFR
3097,1,Q-Learning
3098,1,CFR
3098,-1,Q-Learning
3099,1,CFR
3099,-1,Q-Learning
3100,-1,CFR
3100,1,Q-Learning
3101,-1,CFR
3101,-1,Q-Learning
3102,-1,CFR
3102,1,Q-Learning
3103,-1,CFR
3103,-2,Q-Learning
3104,2,CFR
3104,1,Q-Learning
3105,-1,CFR
3105,1,Q-Learning
3106,-1,CFR
3106,1,Q-Learning
3107,1,CFR
3107,-2,Q-Learning
3108,1,CFR
3108,1,Q-Learning
3109,1,CFR
3109,2,Q-Learning
3110,1,CFR
3110,1,Q-Learning
3111,1,CFR
3111,-2,Q-Learning
3112,-1,CFR
3112,-1,Q-Learning
3113,1,CFR
3113,1,Q-Learning
3114,1,CFR
3114,1,Q-Learning
3115,1,CFR
3115,-2,Q-Learning
3116,2,CFR
3116,1,Q-Learning
3117,-2,CFR
3117,-2,Q-Learning
3118,1,CFR
3118,1,Q-Learning
3119,-2,CFR
3119,1,Q-Learning
3120,1,CFR
3120,1,Q-Learning
3121,2,CFR
3121,2,Q-Learning
3122,-2,CFR
3122,-1,Q-Learning
3123,-2,CFR
3123,-1,Q-Learning
3124,-1,CFR
3124,1,Q-Learning
3125,1,CFR
3125,-2,Q-Learning
3126,1,CFR
3126,2,Q-Learning
3127,-2,CFR
3127,1,Q-Learning
3128,-1,CFR
3128,2,Q-Learning
3129,1,CFR
3129,-2,Q-Learning
3130,1,CFR
3130,-1,Q-Learning
3131,1,CFR
3131,-2,Q-Learning
3132,-1,CFR
3132,2,Q-Learning
3133,1,CFR
3133,-1,Q-Learning
3134,1,CFR
3134,1,Q-Learning
3135,1,CFR
3135,2,Q-Learning
3136,-1,CFR
3136,-1,Q-Learning
3137,1,CFR
3137,-1,Q-Learning
3138,2,CFR
3138,-1,Q-Learning
3139,-1,CFR
3139,1,Q-Learning
3140,2,CFR
3140,-2,Q-Learning
3141,-1,CFR
3141,1,Q-Learning
3142,-1,CFR
3142,-1,Q-Learning
3143,-1,CFR
3143,-1,Q-Learning
3144,-1,CFR
3144,1,Q-Learning
3145,-2,CFR
3145,-1,Q-Learning
3146,-1,CFR
3146,-1,Q-Learning
3147,-1,CFR
3147,1,Q-Learning
3148,-2,CFR
3148,-1,Q-Learning
3149,1,CFR
3149,-1,Q-Learning
3150,1,CFR
3150,1,Q-Learning
3151,1,CFR
3151,1,Q-Learning
3152,-1,CFR
3152,1,Q-Learning
3153,-2,CFR
3153,-1,Q-Learning
3154,-1,CFR
3154,-1,Q-Learning
3155,-2,CFR
3155,-1,Q-Learning
3156,1,CFR
3156,-1,Q-Learning
3157,-2,CFR
3157,1,Q-Learning
3158,-1,CFR
3158,-2,Q-Learning
3159,-2,CFR
3159,1,Q-Learning
3160,-1,CFR
3160,-1,Q-Learning
3161,1,CFR
3161,1,Q-Learning
3162,2,CFR
3162,-1,Q-Learning
3163,-1,CFR
3163,-2,Q-Learning
3164,1,CFR
3164,1,Q-Learning
3165,-1,CFR
3165,1,Q-Learning
3166,-2,CFR
3166,1,Q-Learning
3167,1,CFR
3167,-2,Q-Learning
3168,1,CFR
3168,1,Q-Learning
3169,1,CFR
3169,2,Q-Learning
3170,1,CFR
3170,-2,Q-Learning
3171,-1,CFR
3171,-1,Q-Learning
3172,1,CFR
3172,-1,Q-Learning
3173,1,CFR
3173,2,Q-Learning
3174,-1,CFR
3174,2,Q-Learning
3175,-1,CFR
3175,1,Q-Learning
3176,-2,CFR
3176,1,Q-Learning
3177,1,CFR
3177,2,Q-Learning
3178,-1,CFR
3178,2,Q-Learning
3179,-2,CFR
3179,-1,Q-Learning
3180,1,CFR
3180,-1,Q-Learning
3181,2,CFR
3181,-2,Q-Learning
3182,1,CFR
3182,1,Q-Learning
3183,1,CFR
3183,-1,Q-Learning
3184,1,CFR
3184,-2,Q-Learning
3185,1,CFR
3185,-2,Q-Learning
3186,1,CFR
3186,1,Q-Learning
3187,-1,CFR
3187,-1,Q-Learning
3188,-2,CFR
3188,1,Q-Learning
3189,1,CFR
3189,1,Q-Learning
3190,-2,CFR
3190,-1,Q-Learning
3191,1,CFR
3191,1,Q-Learning
3192,-1,CFR
3192,1,Q-Learning
3193,2,CFR
3193,-1,Q-Learning
3194,-1,CFR
3194,1,Q-Learning
3195,2,CFR
3195,1,Q-Learning
3196,-1,CFR
3196,1,Q-Learning
3197,1,CFR
3197,1,Q-Learning
3198,-2,CFR
3198,1,Q-Learning
3199,-2,CFR
3199,-2,Q-Learning
3200,1,CFR
3200,1,Q-Learning
3201,-1,CFR
3201,1,Q-Learning
3202,-2,CFR
3202,-1,Q-Learning
3203,-1,CFR
3203,1,Q-Learning
3204,-1,CFR
3204,1,Q-Learning
3205,-1,CFR
3205,1,Q-Learning
3206,-2,CFR
3206,1,Q-Learning
3207,-2,CFR
3207,1,Q-Learning
3208,1,CFR
3208,-2,Q-Learning
3209,2,CFR
3209,1,Q-Learning
3210,-2,CFR
3210,-1,Q-Learning
3211,-2,CFR
3211,1,Q-Learning
3212,1,CFR
3212,1,Q-Learning
3213,-1,CFR
3213,-1,Q-Learning
3214,1,CFR
3214,-1,Q-Learning
3215,-1,CFR
3215,1,Q-Learning
3216,2,CFR
3216,-1,Q-Learning
3217,1,CFR
3217,2,Q-Learning
3218,-1,CFR
3218,-1,Q-Learning
3219,1,CFR
3219,1,Q-Learning
3220,-1,CFR
3220,-1,Q-Learning
3221,-1,CFR
3221,1,Q-Learning
3222,2,CFR
3222,1,Q-Learning
3223,1,CFR
3223,1,Q-Learning
3224,1,CFR
3224,-1,Q-Learning
3225,-1,CFR
3225,-1,Q-Learning
3226,-1,CFR
3226,-1,Q-Learning
3227,-1,CFR
3227,1,Q-Learning
3228,1,CFR
3228,1,Q-Learning
3229,-1,CFR
3229,1,Q-Learning
3230,-1,CFR
3230,1,Q-Learning
3231,1,CFR
3231,-2,Q-Learning
3232,-1,CFR
3232,-1,Q-Learning
3233,1,CFR
3233,-1,Q-Learning
3234,2,CFR
3234,-2,Q-Learning
3235,-1,CFR
3235,-1,Q-Learning
3236,-1,CFR
3236,1,Q-Learning
3237,-1,CFR
3237,-1,Q-Learning
3238,-2,CFR
3238,1,Q-Learning
3239,-1,CFR
3239,1,Q-Learning
3240,-1,CFR
3240,1,Q-Learning
3241,1,CFR
3241,-1,Q-Learning
3242,-1,CFR
3242,-1,Q-Learning
3243,-1,CFR
3243,-1,Q-Learning
3244,-1,CFR
3244,2,Q-Learning
3245,-1,CFR
3245,1,Q-Learning
3246,-2,CFR
3246,-2,Q-Learning
3247,-1,CFR
3247,2,Q-Learning
3248,-1,CFR
3248,1,Q-Learning
3249,-1,CFR
3249,-1,Q-Learning
3250,-1,CFR
3250,1,Q-Learning
3251,-2,CFR
3251,-1,Q-Learning
3252,-2,CFR
3252,2,Q-Learning
3253,-2,CFR
3253,1,Q-Learning
3254,-1,CFR
3254,-1,Q-Learning
3255,-2,CFR
3255,1,Q-Learning
3256,1,CFR
3256,1,Q-Learning
3257,1,CFR
3257,-2,Q-Learning
3258,1,CFR
3258,1,Q-Learning
3259,-2,CFR
3259,1,Q-Learning
3260,-1,CFR
3260,2,Q-Learning
3261,1,CFR
3261,-2,Q-Learning
3262,-1,CFR
3262,2,Q-Learning
3263,1,CFR
3263,2,Q-Learning
3264,1,CFR
3264,-1,Q-Learning
3265,-1,CFR
3265,1,Q-Learning
3266,-1,CFR
3266,1,Q-Learning
3267,-1,CFR
3267,-2,Q-Learning
3268,-1,CFR
3268,2,Q-Learning
3269,-1,CFR
3269,-1,Q-Learning
3270,1,CFR
3270,-1,Q-Learning
3271,1,CFR
3271,-1,Q-Learning
3272,-1,CFR
3272,-1,Q-Learning
3273,-2,CFR
3273,1,Q-Learning
3274,1,CFR
3274,1,Q-Learning
3275,2,CFR
3275,1,Q-Learning
3276,-2,CFR
3276,2,Q-Learning
3277,1,CFR
3277,1,Q-Learning
3278,1,CFR
3278,1,Q-Learning
3279,1,CFR
3279,-1,Q-Learning
3280,1,CFR
3280,1,Q-Learning
3281,1,CFR
3281,-1,Q-Learning
3282,1,CFR
3282,-1,Q-Learning
3283,-1,CFR
3283,1,Q-Learning
3284,1,CFR
3284,1,Q-Learning
3285,1,CFR
3285,1,Q-Learning
3286,1,CFR
3286,-2,Q-Learning
3287,1,CFR
3287,1,Q-Learning
3288,-1,CFR
3288,-2,Q-Learning
3289,-1,CFR
3289,1,Q-Learning
3290,-1,CFR
3290,1,Q-Learning
3291,-1,CFR
3291,-2,Q-Learning
3292,-2,CFR
3292,1,Q-Learning
3293,2,CFR
3293,1,Q-Learning
3294,1,CFR
3294,-2,Q-Learning
3295,1,CFR
3295,2,Q-Learning
3296,1,CFR
3296,2,Q-Learning
3297,-1,CFR
3297,1,Q-Learning
3298,1,CFR
3298,-2,Q-Learning
3299,1,CFR
3299,-2,Q-Learning
3300,1,CFR
3300,1,Q-Learning
3301,2,CFR
3301,1,Q-Learning
3302,1,CFR
3302,1,Q-Learning
3303,2,CFR
3303,-2,Q-Learning
3304,-1,CFR
3304,2,Q-Learning
3305,-2,CFR
3305,1,Q-Learning
3306,-1,CFR
3306,2,Q-Learning
3307,-2,CFR
3307,2,Q-Learning
3308,-1,CFR
3308,1,Q-Learning
3309,-1,CFR
3309,1,Q-Learning
3310,2,CFR
3310,2,Q-Learning
3311,1,CFR
3311,-2,Q-Learning
3312,-1,CFR
3312,-2,Q-Learning
3313,-1,CFR
3313,1,Q-Learning
3314,-1,CFR
3314,-2,Q-Learning
3315,1,CFR
3315,-2,Q-Learning
3316,1,CFR
3316,-1,Q-Learning
3317,-2,CFR
3317,-2,Q-Learning
3318,-1,CFR
3318,-1,Q-Learning
3319,-1,CFR
3319,2,Q-Learning
3320,2,CFR
3320,-2,Q-Learning
3321,2,CFR
3321,-2,Q-Learning
3322,1,CFR
3322,1,Q-Learning
3323,1,CFR
3323,-2,Q-Learning
3324,-1,CFR
3324,1,Q-Learning
3325,1,CFR
3325,-2,Q-Learning
3326,1,CFR
3326,-2,Q-Learning
3327,2,CFR
3327,1,Q-Learning
3328,1,CFR
3328,1,Q-Learning
3329,1,CFR
3329,2,Q-Learning
3330,-2,CFR
3330,-1,Q-Learning
3331,1,CFR
3331,-1,Q-Learning
3332,1,CFR
3332,-2,Q-Learning
3333,-1,CFR
3333,-2,Q-Learning
3334,1,CFR
3334,1,Q-Learning
3335,1,CFR
3335,-1,Q-Learning
3336,-1,CFR
3336,-2,Q-Learning
3337,1,CFR
3337,-2,Q-Learning
3338,1,CFR
3338,-2,Q-Learning
3339,1,CFR
3339,1,Q-Learning
3340,1,CFR
3340,1,Q-Learning
3341,1,CFR
3341,1,Q-Learning
3342,-1,CFR
3342,2,Q-Learning
3343,2,CFR
3343,2,Q-Learning
3344,-1,CFR
3344,1,Q-Learning
3345,-1,CFR
3345,1,Q-Learning
3346,-1,CFR
3346,1,Q-Learning
3347,2,CFR
3347,1,Q-Learning
3348,1,CFR
3348,-2,Q-Learning
3349,-1,CFR
3349,2,Q-Learning
3350,-1,CFR
3350,-1,Q-Learning
3351,-1,CFR
3351,2,Q-Learning
3352,1,CFR
3352,-1,Q-Learning
3353,-2,CFR
3353,1,Q-Learning
3354,-1,CFR
3354,1,Q-Learning
3355,1,CFR
3355,1,Q-Learning
3356,1,CFR
3356,-1,Q-Learning
3357,-1,CFR
3357,-2,Q-Learning
3358,-1,CFR
3358,-2,Q-Learning
3359,-1,CFR
3359,-1,Q-Learning
3360,-1,CFR
3360,-2,Q-Learning
3361,-1,CFR
3361,1,Q-Learning
3362,1,CFR
3362,2,Q-Learning
3363,1,CFR
3363,2,Q-Learning
3364,-1,CFR
3364,1,Q-Learning
3365,1,CFR
3365,-1,Q-Learning
3366,1,CFR
3366,1,Q-Learning
3367,-2,CFR
3367,2,Q-Learning
3368,1,CFR
3368,2,Q-Learning
3369,2,CFR
3369,2,Q-Learning
3370,1,CFR
3370,-2,Q-Learning
3371,1,CFR
3371,1,Q-Learning
3372,1,CFR
3372,2,Q-Learning
3373,-1,CFR
3373,-2,Q-Learning
3374,1,CFR
3374,-2,Q-Learning
3375,-2,CFR
3375,-1,Q-Learning
3376,-1,CFR
3376,1,Q-Learning
3377,-1,CFR
3377,2,Q-Learning
3378,1,CFR
3378,-2,Q-Learning
3379,1,CFR
3379,-1,Q-Learning
3380,2,CFR
3380,-2,Q-Learning
3381,1,CFR
3381,2,Q-Learning
3382,-1,CFR
3382,-1,Q-Learning
3383,-1,CFR
3383,1,Q-Learning
3384,1,CFR
3384,-2,Q-Learning
3385,-2,CFR
3385,-1,Q-Learning
3386,1,CFR
3386,1,Q-Learning
3387,2,CFR
3387,1,Q-Learning
3388,2,CFR
3388,1,Q-Learning
3389,1,CFR
3389,1,Q-Learning
3390,-2,CFR
3390,1,Q-Learning
3391,1,CFR
3391,1,Q-Learning
3392,1,CFR
3392,-2,Q-Learning
3393,2,CFR
3393,1,Q-Learning
3394,-1,CFR
3394,1,Q-Learning
3395,1,CFR
3395,-1,Q-Learning
3396,-2,CFR
3396,1,Q-Learning
3397,1,CFR
3397,-1,Q-Learning
3398,2,CFR
3398,1,Q-Learning
3399,-2,CFR
3399,1,Q-Learning
3400,1,CFR
3400,1,Q-Learning
3401,-1,CFR
3401,1,Q-Learning
3402,-1,CFR
3402,1,Q-Learning
3403,1,CFR
3403,1,Q-Learning
3404,2,CFR
3404,1,Q-Learning
3405,-2,CFR
3405,1,Q-Learning
3406,-1,CFR
3406,2,Q-Learning
3407,-1,CFR
3407,2,Q-Learning
3408,-1,CFR
3408,1,Q-Learning
3409,-1,CFR
3409,-2,Q-Learning
3410,2,CFR
3410,-2,Q-Learning
3411,2,CFR
3411,-2,Q-Learning
3412,1,CFR
3412,-2,Q-Learning
3413,1,CFR
3413,-2,Q-Learning
3414,1,CFR
3414,2,Q-Learning
3415,1,CFR
3415,-2,Q-Learning
3416,1,CFR
3416,1,Q-Learning
3417,1,CFR
3417,-2,Q-Learning
3418,-2,CFR
3418,2,Q-Learning
3419,-2,CFR
3419,2,Q-Learning
3420,1,CFR
3420,-1,Q-Learning
3421,2,CFR
3421,1,Q-Learning
3422,-1,CFR
3422,-2,Q-Learning
3423,1,CFR
3423,1,Q-Learning
3424,-1,CFR
3424,-1,Q-Learning
3425,1,CFR
3425,-2,Q-Learning
3426,1,CFR
3426,-1,Q-Learning
3427,1,CFR
3427,-1,Q-Learning
3428,1,CFR
3428,2,Q-Learning
3429,-1,CFR
3429,2,Q-Learning
3430,-1,CFR
3430,1,Q-Learning
3431,1,CFR
3431,1,Q-Learning
3432,-2,CFR
3432,1,Q-Learning
3433,1,CFR
3433,1,Q-Learning
3434,1,CFR
3434,2,Q-Learning
3435,1,CFR
3435,-1,Q-Learning
3436,1,CFR
3436,-1,Q-Learning
3437,2,CFR
3437,-1,Q-Learning
3438,-1,CFR
3438,1,Q-Learning
3439,1,CFR
3439,-1,Q-Learning
3440,-1,CFR
3440,-1,Q-Learning
3441,1,CFR
3441,2,Q-Learning
3442,-2,CFR
3442,2,Q-Learning
3443,-1,CFR
3443,-1,Q-Learning
3444,-1,CFR
3444,-1,Q-Learning
3445,1,CFR
3445,2,Q-Learning
3446,1,CFR
3446,-2,Q-Learning
3447,-1,CFR
3447,2,Q-Learning
3448,-1,CFR
3448,-1,Q-Learning
3449,-1,CFR
3449,1,Q-Learning
3450,1,CFR
3450,1,Q-Learning
3451,1,CFR
3451,1,Q-Learning
3452,1,CFR
3452,2,Q-Learning
3453,1,CFR
3453,-1,Q-Learning
3454,1,CFR
3454,1,Q-Learning
3455,-1,CFR
3455,1,Q-Learning
3456,1,CFR
3456,-1,Q-Learning
3457,1,CFR
3457,-1,Q-Learning
3458,-1,CFR
3458,-2,Q-Learning
3459,-1,CFR
3459,-2,Q-Learning
3460,-2,CFR
3460,1,Q-Learning
3461,1,CFR
3461,-1,Q-Learning
3462,-2,CFR
3462,1,Q-Learning
3463,-1,CFR
3463,-1,Q-Learning
3464,1,CFR
3464,1,Q-Learning
3465,-1,CFR
3465,-2,Q-Learning
3466,1,CFR
3466,-1,Q-Learning
3467,-2,CFR
3467,-1,Q-Learning
3468,-2,CFR
3468,1,Q-Learning
3469,-1,CFR
3469,-2,Q-Learning
